🤠梁雨轩直播,#genre#
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4$梁雨轩•IPV4『线路2』
CCTV4,http://t.061899.xyz/tl/dq.php?id=cctv4$梁雨轩•IPV4『线路3』
CCTV4,http://223.95.198.3:8000/hls/4/index.m3u8$梁雨轩•IPV4『线路4』
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$梁雨轩•IPV4『线路5』
CCTV4,https://play.kankanlive.com/live/1698234936258960.m3u8$梁雨轩•IPV4『线路6』
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8$梁雨轩•IPV4『线路7』
CCTV4,http://183.11.239.36:808/hls/22/index.m3u8$梁雨轩•IPV4『线路8』
CCTV4,http://183.11.239.36:808/hls/77/index.m3u8$梁雨轩•IPV4『线路9』
CCTV4,http://211.158.154.252:8010/rtp/225.0.4.176:7980$梁雨轩•IPV4『线路10』
CCTV4,http://211.158.154.252:8010/rtp/225.0.4.149:7980$梁雨轩•IPV4『线路11』
CCTV4,http://113.120.108.132:4000/rtp/239.21.1.154:5002$梁雨轩•IPV4『线路12』
CCTV4,http://114.95.80.29:9001/rtp/233.18.204.70:5140$梁雨轩•IPV4『线路13』
CCTV4,http://115.171.216.84:4000/rtp/225.1.8.4:8092$梁雨轩•IPV4『线路14』
CCTV4,http://113.66.41.48:10000/rtp/239.77.0.78:5146$梁雨轩•IPV4『线路15』
CCTV4,http://111.193.239.94:8888/rtp/239.3.1.105:8092$梁雨轩•IPV4『线路16』
CCTV4,http://111.167.32.217:5002/rtp/225.1.1.150:5002$梁雨轩•IPV4『线路17』
CCTV4,http://171.8.84.159:8800/rtp/239.16.20.4:10040$梁雨轩•IPV4『线路18』
CCTV4,http://223.242.110.245:6688/rtp/238.1.78.236:7760$梁雨轩•IPV4『线路19』
CCTV4,http://180.119.69.98:8800/rtp/239.49.8.51:9806$梁雨轩•IPV4『线路20』
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$梁雨轩•IPV4『线路1』
CCTV5,http://t.061899.xyz/tl/dq.php?id=cctv5$梁雨轩•IPV4『线路2』
CCTV5,http://223.95.198.3:8000/hls/5/index.m3u8$梁雨轩•IPV4『线路3』
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8$梁雨轩•IPV4『线路4』
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$梁雨轩•IPV4『线路5』
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$梁雨轩•IPV4『线路6』
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8$梁雨轩•IPV4『线路7』
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$梁雨轩•IPV4『线路8』
CCTV5,https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8$梁雨轩•IPV4『线路9』
CCTV5,http://211.158.154.252:8010/rtp/225.0.4.143:7980$梁雨轩•IPV4『线路10』
CCTV5,http://113.120.108.132:4000/rtp/239.21.2.46:5002$梁雨轩•IPV4『线路11』
CCTV5,http://114.95.80.29:9001/rtp/233.18.204.71:5140$梁雨轩•IPV4『线路12』
CCTV5,http://115.171.216.84:4000/rtp/225.1.8.89:8000$梁雨轩•IPV4『线路13』
CCTV5,http://113.66.41.48:10000/rtp/239.77.0.170:5146$梁雨轩•IPV4『线路14』
CCTV5,http://111.193.239.94:8888/rtp/239.3.1.173:8001$梁雨轩•IPV4『线路15』
CCTV5,http://111.167.32.217:5002/rtp/225.1.1.160:5002$梁雨轩•IPV4『线路16』
CCTV5,http://171.8.84.159:8800/rtp/239.16.20.53:10530$梁雨轩•IPV4『线路17』
CCTV5,http://223.242.110.245:6688/rtp/238.1.78.171:7240$梁雨轩•IPV4『线路18』
CCTV5,http://180.119.69.98:8800/rtp/239.49.8.75:8000$梁雨轩•IPV4『线路19』
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p$梁雨轩•IPV4『线路1』
CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p$梁雨轩•IPV4『线路2』
CCTV5+,http://183.237.71.182:40000/hls/16/index.m3u8$梁雨轩•IPV4『线路3』
CCTV5+,http://183.129.255.66:8480/hls/6/index.m3u8$梁雨轩•IPV4『线路4』
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$梁雨轩•IPV4『线路5』
CCTV5+,http://120.211.62.180:8000/hls/18/index.m3u8$梁雨轩•IPV4『线路6』
CCTV5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$梁雨轩•IPV4『线路7』
CCTV5+,http://211.158.154.252:8010/rtp/225.0.4.73:7980$梁雨轩•IPV4『线路8』
CCTV5+,http://113.120.108.132:4000/rtp/239.21.1.142:5002$梁雨轩•IPV4『线路9』
CCTV5+,http://114.95.80.29:9001/rtp/233.18.204.67:5140$梁雨轩•IPV4『线路10』
CCTV5+,http://115.171.216.84:4000/rtp/225.1.8.20:8004$梁雨轩•IPV4『线路11』
CCTV5+,http://113.66.41.48:10000/rtp/239.77.0.87:5146$梁雨轩•IPV4『线路12』
CCTV5+,http://111.193.239.94:8888/rtp/239.3.1.130:8004$梁雨轩•IPV4『线路13』
CCTV5+,http://111.167.32.217:5002/rtp/225.1.1.121:5002$梁雨轩•IPV4『线路14』
CCTV5+,http://171.8.84.159:8800/rtp/239.16.20.5:10050$梁雨轩•IPV4『线路15』
CCTV5+,http://223.242.110.245:6688/rtp/238.1.78.237:7768$梁雨轩•IPV4『线路16』
CCTV5+,http://180.119.69.98:8800/rtp/239.49.8.18:9610$梁雨轩•IPV4『线路17』
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6$梁雨轩•IPV4『线路1』
CCTV6,http://t.061899.xyz/tl/dq.php?id=cctv6$梁雨轩•IPV4『线路2』
CCTV6,http://223.95.198.3:8000/hls/6/index.m3u8$梁雨轩•IPV4『线路3』
CCTV6,http://183.129.255.66:8480/hls/7/index.m3u8$梁雨轩•IPV4『线路4』
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$梁雨轩•IPV4『线路5』
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$梁雨轩•IPV4『线路6』
CCTV6,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$梁雨轩•IPV4『线路7』
CCTV6,http://182.150.23.74:808/hls/6/index.m3u8$梁雨轩•IPV4『线路8』
CCTV6,http://211.158.154.252:8010/rtp/225.0.4.144:7980$梁雨轩•IPV4『线路9』
CCTV6,http://113.120.108.132:4000/rtp/239.21.2.47:5002$梁雨轩•IPV4『线路10』
CCTV6,http://114.95.80.29:9001/rtp/233.18.204.72:5140$梁雨轩•IPV4『线路11』
CCTV6,http://115.171.216.84:4000/rtp/225.1.8.84:8000$梁雨轩•IPV4『线路12』
CCTV6,http://113.66.41.48:10000/rtp/239.77.0.171:5146$梁雨轩•IPV4『线路13』
CCTV6,http://111.193.239.94:8888/rtp/239.3.1.174:8001$梁雨轩•IPV4『线路14』
CCTV6,http://111.167.32.217:5002/rtp/225.1.1.195:5002$梁雨轩•IPV4『线路15』
CCTV6,http://171.8.84.159:8800/rtp/239.16.20.6:10060$梁雨轩•IPV4『线路16』
CCTV6,http://223.242.110.245:6688/rtp/238.1.78.172:7248$梁雨轩•IPV4『线路17』
CCTV6,http://180.119.69.98:8800/rtp/239.49.8.76:8000$梁雨轩•IPV4『线路18』
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7$梁雨轩•IPV4『线路1』
CCTV7,http://t.061899.xyz/tl/dq.php?id=cctv7$梁雨轩•IPV4『线路2』
CCTV7,http://223.95.198.3:8000/hls/7/index.m3u8$梁雨轩•IPV4『线路3』
CCTV7,http://183.129.255.66:8480/hls/8/index.m3u8$梁雨轩•IPV4『线路4』
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$梁雨轩•IPV4『线路5』
CCTV7,http://120.211.62.180:8000/hls/7/index.m3u8$梁雨轩•IPV4『线路6』
CCTV7,http://8.138.7.223/tv/cctv7.m3u8$梁雨轩•IPV4『线路7』
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8$梁雨轩•IPV4『线路8』
CCTV7,http://211.158.154.252:8010/rtp/225.0.4.127:7980$梁雨轩•IPV4『线路9』
CCTV7,http://113.120.108.132:4000/rtp/239.21.1.152:5002$梁雨轩•IPV4『线路10』
CCTV7,http://114.95.80.29:9001/rtp/233.18.204.73:5140$梁雨轩•IPV4『线路11』
CCTV7,http://115.171.216.84:4000/rtp/225.1.8.7:8104$梁雨轩•IPV4『线路12』
CCTV7,http://113.66.41.48:10000/rtp/239.77.0.138:5146$梁雨轩•IPV4『线路13』
CCTV7,http://111.193.239.94:8888/rtp/239.3.1.61:8104$梁雨轩•IPV4『线路14』
CCTV7,http://111.167.32.217:5002/rtp/225.1.1.138:5002$梁雨轩•IPV4『线路15』
CCTV7,http://171.8.84.159:8800/rtp/239.16.20.51:10510$梁雨轩•IPV4『线路16』
CCTV7,http://223.242.110.245:6688/rtp/238.1.78.239:7784$梁雨轩•IPV4『线路17』
CCTV7,http://180.119.69.98:8800/rtp/239.49.0.126:8000$梁雨轩•IPV4『线路18』
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8$梁雨轩•IPV4『线路1』
CCTV8,http://t.061899.xyz/tl/dq.php?id=cctv8$梁雨轩•IPV4『线路2』
CCTV8,http://223.95.198.3:8000/hls/8/index.m3u8$梁雨轩•IPV4『线路3』
CCTV8,http://183.129.255.66:8480/hls/9/index.m3u8$梁雨轩•IPV4『线路4』
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$梁雨轩•IPV4『线路5』
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$梁雨轩•IPV4『线路6』
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$梁雨轩•IPV4『线路7』
CCTV8,http://112.46.85.60:8009/hls/8/index.m3u8$梁雨轩•IPV4『线路8』
CCTV8,http://211.158.154.252:8010/rtp/225.0.4.137:7980$梁雨轩•IPV4『线路9』
CCTV8,http://211.158.154.252:8010/rtp/225.0.4.163:7980$梁雨轩•IPV4『线路10』
CCTV8,http://113.120.108.132:4000/rtp/239.21.2.48:5002$梁雨轩•IPV4『线路11』
CCTV8,http://114.95.80.29:9001/rtp/233.18.204.74:5140$梁雨轩•IPV4『线路12』
CCTV8,http://115.171.216.84:4000/rtp/225.1.8.85:8000$梁雨轩•IPV4『线路13』
CCTV8,http://113.66.41.48:10000/rtp/239.77.0.172:5146$梁雨轩•IPV4『线路14』
CCTV8,http://111.193.239.94:8888/rtp/239.3.1.175:8001$梁雨轩•IPV4『线路15』
CCTV8,http://111.167.32.217:5002/rtp/225.1.1.196:5002$梁雨轩•IPV4『线路16』
CCTV8,http://171.8.84.159:8800/rtp/239.16.20.8:10080$梁雨轩•IPV4『线路17』
CCTV8,http://223.242.110.245:6688/rtp/238.1.78.173:7256$梁雨轩•IPV4『线路18』
CCTV8,http://180.119.69.98:8800/rtp/239.49.8.77:8000$梁雨轩•IPV4『线路19』
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9$梁雨轩•IPV4『线路1』
CCTV9,http://t.061899.xyz/tl/dq.php?id=cctv9$梁雨轩•IPV4『线路2』
CCTV9,http://223.95.198.3:8000/hls/9/index.m3u8$梁雨轩•IPV4『线路3』
CCTV9,http://183.129.255.66:8480/hls/10/index.m3u8$梁雨轩•IPV4『线路4』
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$梁雨轩•IPV4『线路5』
CCTV9,https://play.kankanlive.com/live/1698423397390920.m3u8$梁雨轩•IPV4『线路6』
CCTV9,http://120.211.62.180:8000/hls/9/index.m3u8$梁雨轩•IPV4『线路7』
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$梁雨轩•IPV4『线路8』
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8$梁雨轩•IPV4『线路9』
CCTV9,http://211.158.154.252:8010/rtp/225.0.4.131:7980$梁雨轩•IPV4『线路10』
CCTV9,http://113.120.108.132:4000/rtp/239.21.1.153:5002$梁雨轩•IPV4『线路11』
CCTV9,http://114.95.80.29:9001/rtp/233.18.204.75:5140$梁雨轩•IPV4『线路12』
CCTV9,http://115.171.216.84:4000/rtp/225.1.8.9:8112$梁雨轩•IPV4『线路13』
CCTV9,http://113.66.41.48:10000/rtp/239.77.0.135:5146$梁雨轩•IPV4『线路14』
CCTV9,http://111.193.239.94:8888/rtp/239.3.1.62:8112$梁雨轩•IPV4『线路15』
CCTV9,http://111.167.32.217:5002/rtp/225.1.1.119:5002$梁雨轩•IPV4『线路16』
CCTV9,http://171.8.84.159:8800/rtp/239.16.20.9:10090$梁雨轩•IPV4『线路17』
CCTV9,http://223.242.110.245:6688/rtp/238.1.78.240:7792$梁雨轩•IPV4『线路18』
CCTV9,http://180.119.69.98:8800/rtp/239.49.8.53:9814$梁雨轩•IPV4『线路19』
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10$梁雨轩•IPV4『线路1』
CCTV10,http://t.061899.xyz/tl/dq.php?id=cctv10$梁雨轩•IPV4『线路2』
CCTV10,http://223.95.198.3:8000/hls/10/index.m3u8$梁雨轩•IPV4『线路3』
CCTV10,http://183.129.255.66:8480/hls/11/index.m3u8$梁雨轩•IPV4『线路4』
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$梁雨轩•IPV4『线路5』
CCTV10,https://play.kankanlive.com/live/1698423445959919.m3u8$梁雨轩•IPV4『线路6』
CCTV10,http://120.211.62.180:8000/hls/10/index.m3u8$梁雨轩•IPV4『线路7』
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$梁雨轩•IPV4『线路8』
CCTV10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8$梁雨轩•IPV4『线路9』
CCTV10,http://211.158.154.252:8010/rtp/225.0.4.130:7980$梁雨轩•IPV4『线路10』
CCTV10,http://113.120.108.132:4000/rtp/239.21.1.155:5002$梁雨轩•IPV4『线路11』
CCTV10,http://114.95.80.29:9001/rtp/233.18.204.76:5140$梁雨轩•IPV4『线路12』
CCTV10,http://115.171.216.84:4000/rtp/225.1.8.10:8116$梁雨轩•IPV4『线路13』
CCTV10,http://113.66.41.48:10000/rtp/239.77.0.134:5146$梁雨轩•IPV4『线路14』
CCTV10,http://111.193.239.94:8888/rtp/239.3.1.63:8116$梁雨轩•IPV4『线路15』
CCTV10,http://111.167.32.217:5002/rtp/225.1.1.140:5002$梁雨轩•IPV4『线路16』
CCTV10,http://171.8.84.159:8800/rtp/239.16.20.10:10100$梁雨轩•IPV4『线路17』
CCTV10,http://223.242.110.245:6688/rtp/238.1.78.241:7800$梁雨轩•IPV4『线路18』
CCTV10,http://180.119.69.98:8800/rtp/239.49.8.54:9818$梁雨轩•IPV4『线路19』
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11$梁雨轩•IPV4『线路1』
CCTV11,http://t.061899.xyz/tl/dq.php?id=cctv11$梁雨轩•IPV4『线路2』
CCTV11,http://223.95.198.3:8000/hls/11/index.m3u8$梁雨轩•IPV4『线路3』
CCTV11,http://183.129.255.66:8480/hls/12/index.m3u8$梁雨轩•IPV4『线路4』
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$梁雨轩•IPV4『线路5』
CCTV11,https://play.kankanlive.com/live/1698423476198918.m3u8$梁雨轩•IPV4『线路6』
CCTV11,http://120.211.62.180:8000/hls/11/index.m3u8$梁雨轩•IPV4『线路7』
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$梁雨轩•IPV4『线路8』
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8$梁雨轩•IPV4『线路9』
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8$梁雨轩•IPV4『线路10』
CCTV11,http://211.158.154.252:8010/rtp/225.0.4.218:7980$梁雨轩•IPV4『线路11』
CCTV11,http://113.120.108.132:4000/rtp/239.21.2.2:5002$梁雨轩•IPV4『线路12』
CCTV11,http://114.95.80.29:9001/rtp/233.18.204.77:5140$梁雨轩•IPV4『线路13』
CCTV11,http://115.171.216.84:4000/rtp/225.1.8.73:8120$梁雨轩•IPV4『线路14』
CCTV11,http://113.66.41.48:10000/rtp/239.77.1.108:5146$梁雨轩•IPV4『线路15』
CCTV11,http://111.193.239.94:8888/rtp/239.3.1.152:8120$梁雨轩•IPV4『线路16』
CCTV11,http://111.167.32.217:5002/rtp/225.1.2.192:5002$梁雨轩•IPV4『线路17』
CCTV11,http://171.8.84.159:8800/rtp/239.16.20.11:10110$梁雨轩•IPV4『线路18』
CCTV11,http://223.242.110.245:6688/rtp/238.1.78.206:7502$梁雨轩•IPV4『线路19』
CCTV11,http://180.119.69.98:8800/rtp/239.49.0.127:8000$梁雨轩•IPV4『线路20』
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12$梁雨轩•IPV4『线路1』
CCTV12,http://t.061899.xyz/tl/dq.php?id=cctv12$梁雨轩•IPV4『线路2』
CCTV12,http://223.95.198.3:8000/hls/12/index.m3u8$梁雨轩•IPV4『线路3』
CCTV12,http://183.129.255.66:8480/hls/13/index.m3u8$梁雨轩•IPV4『线路4』
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$梁雨轩•IPV4『线路5』
CCTV12,https://play.kankanlive.com/live/1698423511884917.m3u8$梁雨轩•IPV4『线路6』
CCTV12,http://120.211.62.180:8000/hls/12/index.m3u8$梁雨轩•IPV4『线路7』
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$梁雨轩•IPV4『线路8』
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$梁雨轩•IPV4『线路9』
CCTV12,http://211.158.154.252:8010/rtp/225.0.4.129:7980$梁雨轩•IPV4『线路10』
CCTV12,http://113.120.108.132:4000/rtp/239.21.1.156:5002$梁雨轩•IPV4『线路11』
CCTV12,http://114.95.80.29:9001/rtp/233.18.204.78:5140$梁雨轩•IPV4『线路12』
CCTV12,http://115.171.216.84:4000/rtp/225.1.8.12:8124$梁雨轩•IPV4『线路13』
CCTV12,http://113.66.41.48:10000/rtp/239.77.0.136:5146$梁雨轩•IPV4『线路14』
CCTV12,http://111.193.239.94:8888/rtp/239.3.1.64:8124$梁雨轩•IPV4『线路15』
CCTV12,http://111.167.32.217:5002/rtp/225.1.1.142:5002$梁雨轩•IPV4『线路16』
CCTV12,http://171.8.84.159:8800/rtp/239.16.20.12:10120$梁雨轩•IPV4『线路17』
CCTV12,http://223.242.110.245:6688/rtp/238.1.78.242:7808$梁雨轩•IPV4『线路18』
CCTV12,http://180.119.69.98:8800/rtp/239.49.8.55:9822$梁雨轩•IPV4『线路19』
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13$梁雨轩•IPV4『线路1』
CCTV13,http://t.061899.xyz/tl/dq.php?id=cctv13$梁雨轩•IPV4『线路2』
CCTV13,http://223.95.198.3:8000/hls/13/index.m3u8$梁雨轩•IPV4『线路3』
CCTV13,http://183.129.255.66:8480/hls/14/index.m3u8$梁雨轩•IPV4『线路4』
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$梁雨轩•IPV4『线路5』
CCTV13,https://play.kankanlive.com/live/1698423543275916.m3u8$梁雨轩•IPV4『线路6』
CCTV13,http://120.211.62.180:8000/hls/13/index.m3u8$梁雨轩•IPV4『线路7』
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$梁雨轩•IPV4『线路8』
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$梁雨轩•IPV4『线路9』
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8$梁雨轩•IPV4『线路10』
CCTV13,http://211.158.154.252:8010/rtp/225.0.4.219:7980$梁雨轩•IPV4『线路11』
CCTV13,http://113.120.108.132:4000/rtp/239.21.2.3:5002$梁雨轩•IPV4『线路12』
CCTV13,http://114.95.80.29:9001/rtp/233.18.204.79:5140$梁雨轩•IPV4『线路13』
CCTV13,http://115.171.216.84:4000/rtp/225.1.8.168:8130$梁雨轩•IPV4『线路14』
CCTV13,http://113.66.41.48:10000/rtp/239.253.43.196:5146$梁雨轩•IPV4『线路15』
CCTV13,http://111.193.239.94:8888/rtp/239.3.1.124:8128$梁雨轩•IPV4『线路16』
CCTV13,http://111.167.32.217:5002/rtp/225.1.2.193:5002$梁雨轩•IPV4『线路17』
CCTV13,http://171.8.84.159:8800/rtp/239.16.20.13:10130$梁雨轩•IPV4『线路18』
CCTV13,http://223.242.110.245:6688/rtp/238.1.79.35:4392$梁雨轩•IPV4『线路19』
CCTV13,http://180.119.69.98:8800/rtp/239.49.8.109:8000$梁雨轩•IPV4『线路20』
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14$梁雨轩•IPV4『线路1』
CCTV14,http://t.061899.xyz/tl/dq.php?id=cctv14$梁雨轩•IPV4『线路2』
